"",x,y,ph
10689,0.5,-0.5,23
10690,0.5,-0.5,23
10691,0.5,-0.5,23
10692,0.5,-0.5,26
10693,0.5,-0.5,17
10694,0.5,-0.5,38
10695,0.5,-0.5,10
10696,0.5,-0.5,24
10697,0.5,-0.5,22
10698,0.5,-0.5,21
10699,0.5,-0.5,15
10700,0.5,-0.5,21
10701,0.5,-0.5,18
10702,0.5,-0.5,28
10703,0.5,-0.5,15
10704,0.5,-0.5,33
10705,0.5,-0.5,28
10706,0.5,-0.5,20
10707,0.5,-0.5,18
10708,0.5,-0.5,21
10709,0.5,-0.5,24
10710,0.5,-0.5,25
10711,0.5,-0.5,20
10712,0.5,-0.5,19
10713,0.5,-0.5,25
10714,0.5,-0.5,28
10715,0.5,-0.5,30
10716,0.5,-0.5,24
10717,0.5,-0.5,32
10718,0.5,-0.5,21
10719,0.5,-0.5,22
10720,0.5,-0.5,26
10721,0.5,-0.5,28
10722,0.5,-0.5,23
10723,0.5,-0.5,24
10724,0.5,-0.5,15
10725,0.5,-0.5,24
10726,0.5,-0.5,20
10727,0.5,-0.5,21
10728,0.5,-0.5,16
10729,0.5,-0.5,24
10730,0.5,-0.5,26
10731,0.5,-0.5,19
10732,0.5,-0.5,28
10733,0.5,-0.5,27
10734,0.5,-0.5,24
10735,0.5,-0.5,26
10736,0.5,-0.5,26
10737,0.5,-0.5,20
10738,0.5,-0.5,24
10739,0.5,-0.5,23
10740,0.5,-0.5,22
10741,0.5,-0.5,13
10742,0.5,-0.5,26
10743,0.5,-0.5,22
10744,0.5,-0.5,22
10745,0.5,-0.5,19
10746,0.5,-0.5,29
10747,0.5,-0.5,19
10748,0.5,-0.5,14
10749,0.5,-0.5,19
10750,0.5,-0.5,14
10751,0.5,-0.5,26
10752,0.5,-0.5,25
10753,0.5,-0.5,16
10754,0.5,-0.5,23
10755,0.5,-0.5,26
10756,0.5,-0.5,28
10757,0.5,-0.5,26
10758,0.5,-0.5,18
10759,0.5,-0.5,17
10760,0.5,-0.5,25
10761,0.5,-0.5,27
10762,0.5,-0.5,17
10763,0.5,-0.5,19
10764,0.5,-0.5,18
10765,0.5,-0.5,20
10766,0.5,-0.5,37
10767,0.5,-0.5,32
10768,0.5,-0.5,19
10769,0.5,-0.5,23
10770,0.5,-0.5,23
10771,0.5,-0.5,26
10772,0.5,-0.5,22
10773,0.5,-0.5,23
10774,0.5,-0.5,16
10775,0.5,-0.5,19
10776,0.5,-0.5,13
10777,0.5,-0.5,25
10778,0.5,-0.5,23
10779,0.5,-0.5,34
10780,0.5,-0.5,29
10781,0.5,-0.5,20
10782,0.5,-0.5,28
10783,0.5,-0.5,20
10784,0.5,-0.5,25
10785,0.5,-0.5,20
10786,0.5,-0.5,21
10787,0.5,-0.5,24
10788,0.5,-0.5,20
10789,0.5,-0.5,26
10790,0.5,-0.5,20
10791,0.5,-0.5,25
10792,0.5,-0.5,23
10793,0.5,-0.5,25
10794,0.5,-0.5,17
10795,0.5,-0.5,20
10796,0.5,-0.5,31
10797,0.5,-0.5,25
10798,0.5,-0.5,38
10799,0.5,-0.5,20
10800,0.5,-0.5,27
10801,0.5,-0.5,30
10802,0.5,-0.5,12
10803,0.5,-0.5,13
10804,0.5,-0.5,26
10805,0.5,-0.5,38
10806,0.5,-0.5,22
10807,0.5,-0.5,27
10808,0.5,-0.5,10
10809,0.5,-0.5,28
10810,0.5,-0.5,27
10811,0.5,-0.5,18
10812,0.5,-0.5,14
10813,0.5,-0.5,33
10814,0.5,-0.5,22
10815,0.5,-0.5,13
10816,0.5,-0.5,16
10817,0.5,-0.5,19
10818,0.5,-0.5,19
10819,0.5,-0.5,14
10820,0.5,-0.5,21
10821,0.5,-0.5,18
10822,0.5,-0.5,27
10823,0.5,-0.5,24
10824,0.5,-0.5,16
10825,0.5,-0.5,23
10826,0.5,-0.5,19
10827,0.5,-0.5,13
10828,0.5,-0.5,25
10829,0.5,-0.5,17
10830,0.5,-0.5,18
10831,0.5,-0.5,20
10832,0.5,-0.5,19
10833,0.5,-0.5,32
10834,0.5,-0.5,22
10835,0.5,-0.5,26
10836,0.5,-0.5,20
10837,0.5,-0.5,19
10838,0.5,-0.5,20
10839,0.5,-0.5,22
10840,0.5,-0.5,23
10841,0.5,-0.5,24
10842,0.5,-0.5,24
10843,0.5,-0.5,20
10844,0.5,-0.5,19
10845,0.5,-0.5,20
10846,0.5,-0.5,21
10847,0.5,-0.5,29
10848,0.5,-0.5,20
10849,0.5,-0.5,17
10850,0.5,-0.5,23
10851,0.5,-0.5,16
10852,0.5,-0.5,18
10853,0.5,-0.5,21
10854,0.5,-0.5,15
10855,0.5,-0.5,31
10856,0.5,-0.5,20
10857,0.5,-0.5,20
10858,0.5,-0.5,16
10859,0.5,-0.5,15
10860,0.5,-0.5,20
10861,0.5,-0.5,14
10862,0.5,-0.5,17
10863,0.5,-0.5,17
10864,0.5,-0.5,21
10865,0.5,-0.5,33
10866,0.5,-0.5,25
10867,0.5,-0.5,24
10868,0.5,-0.5,24
10869,0.5,-0.5,18
10870,0.5,-0.5,25
10871,0.5,-0.5,20
10872,0.5,-0.5,19
10873,0.5,-0.5,19
10874,0.5,-0.5,23
10875,0.5,-0.5,28
10876,0.5,-0.5,31
10877,0.5,-0.5,17
10878,0.5,-0.5,23
10879,0.5,-0.5,32
10880,0.5,-0.5,21
10881,0.5,-0.5,22
10882,0.5,-0.5,16
10883,0.5,-0.5,18
10884,0.5,-0.5,17
10885,0.5,-0.5,23
10886,0.5,-0.5,16
10887,0.5,-0.5,19
10888,0.5,-0.5,18
10889,0.5,-0.5,20
10890,0.5,-0.5,14
10891,0.5,-0.5,26
10892,0.5,-0.5,20
10893,0.5,-0.5,18
10894,0.5,-0.5,26
10895,0.5,-0.5,20
10896,0.5,-0.5,18
10897,0.5,-0.5,17
10898,0.5,-0.5,16
10899,0.5,-0.5,24
10900,0.5,-0.5,27
10901,0.5,-0.5,33
10902,0.5,-0.5,20
10903,0.5,-0.5,13
10904,0.5,-0.5,17
10905,0.5,-0.5,20
10906,0.5,-0.5,20
10907,0.5,-0.5,26
10908,0.5,-0.5,18
10909,0.5,-0.5,17
10910,0.5,-0.5,22
10911,0.5,-0.5,29
10912,0.5,-0.5,24
10913,0.5,-0.5,24
10914,0.5,-0.5,15
10915,0.5,-0.5,21
10916,0.5,-0.5,25
10917,0.5,-0.5,21
10918,0.5,-0.5,21
10919,0.5,-0.5,24
10920,0.5,-0.5,20
10921,0.5,-0.5,20
10922,0.5,-0.5,18
10923,0.5,-0.5,22
10924,0.5,-0.5,21
10925,0.5,-0.5,18
10926,0.5,-0.5,18
10927,0.5,-0.5,17
10928,0.5,-0.5,19
10929,0.5,-0.5,22
10930,0.5,-0.5,17
10931,0.5,-0.5,20
10932,0.5,-0.5,10
10933,0.5,-0.5,15
10934,0.5,-0.5,18
10935,0.5,-0.5,25
10936,0.5,-0.5,25
10937,0.5,-0.5,25
10938,0.5,-0.5,22
10939,0.5,-0.5,18
10940,0.5,-0.5,20
10941,0.5,-0.5,19
10942,0.5,-0.5,22
10943,0.5,-0.5,21
10944,0.5,-0.5,24
10945,0.5,-0.5,16
10946,0.5,-0.5,19
10947,0.5,-0.5,30
10948,0.5,-0.5,12
10949,0.5,-0.5,23
10950,0.5,-0.5,17
10951,0.5,-0.5,16
10952,0.5,-0.5,16
10953,0.5,-0.5,17
10954,0.5,-0.5,24
10955,0.5,-0.5,14
10956,0.5,-0.5,17
10957,0.5,-0.5,16
10958,0.5,-0.5,16
10959,0.5,-0.5,19
10960,0.5,-0.5,26
10961,0.5,-0.5,22
10962,0.5,-0.5,24
10963,0.5,-0.5,27
10964,0.5,-0.5,18
10965,0.5,-0.5,13
10966,0.5,-0.5,15
10967,0.5,-0.5,34
10968,0.5,-0.5,12
10969,0.5,-0.5,32
10970,0.5,-0.5,18
10971,0.5,-0.5,15
10972,0.5,-0.5,22
10973,0.5,-0.5,25
10974,0.5,-0.5,19
10975,0.5,-0.5,22
10976,0.5,-0.5,13
10977,0.5,-0.5,21
10978,0.5,-0.5,18
10979,0.5,-0.5,15
10980,0.5,-0.5,23
10981,0.5,-0.5,28
10982,0.5,-0.5,18
10983,0.5,-0.5,16
10984,0.5,-0.5,21
10985,0.5,-0.5,23
10986,0.5,-0.5,21
10987,0.5,-0.5,23
10988,0.5,-0.5,24
10989,0.5,-0.5,22
10990,0.5,-0.5,12
10991,0.5,-0.5,16
10992,0.5,-0.5,27
10993,0.5,-0.5,15
10994,0.5,-0.5,18
10995,0.5,-0.5,24
10996,0.5,-0.5,28
10997,0.5,-0.5,23
10998,0.5,-0.5,21
10999,0.5,-0.5,19
11000,0.5,-0.5,19
11001,0.5,-0.5,23
11002,0.5,-0.5,21
11003,0.5,-0.5,14
11004,0.5,-0.5,21
11005,0.5,-0.5,16
11006,0.5,-0.5,17
11007,0.5,-0.5,20
11008,0.5,-0.5,15
11009,0.5,-0.5,17
11010,0.5,-0.5,22
11011,0.5,-0.5,15
11012,0.5,-0.5,21
11013,0.5,-0.5,15
11014,0.5,-0.5,16
11015,0.5,-0.5,19
11016,0.5,-0.5,19
11017,0.5,-0.5,18
11018,0.5,-0.5,17
11019,0.5,-0.5,18
11020,0.5,-0.5,14
11021,0.5,-0.5,16
11022,0.5,-0.5,23
11023,0.5,-0.5,21
11024,0.5,-0.5,52
11025,0.5,-0.5,19
11026,0.5,-0.5,23
11027,0.5,-0.5,20
11028,0.5,-0.5,16
11029,0.5,-0.5,26
11030,0.5,-0.5,19
11031,0.5,-0.5,17
11032,0.5,-0.5,23
11033,0.5,-0.5,22
11034,0.5,-0.5,10
11035,0.5,-0.5,19
11036,0.5,-0.5,12
11037,0.5,-0.5,14
11038,0.5,-0.5,21
11039,0.5,-0.5,14
11040,0.5,-0.5,19
11041,0.5,-0.5,18
11042,0.5,-0.5,19
11043,0.5,-0.5,29
11044,0.5,-0.5,18
11045,0.5,-0.5,20
11046,1.5,-0.5,27
11047,1.5,-0.5,29
11048,1.5,-0.5,23
11049,1.5,-0.5,16
11050,1.5,-0.5,20
11051,1.5,-0.5,18
11052,1.5,-0.5,29
11053,1.5,-0.5,24
11054,1.5,-0.5,22
11055,1.5,-0.5,22
11056,1.5,-0.5,21
11057,1.5,-0.5,35
11058,1.5,-0.5,29
11059,1.5,-0.5,29
11060,1.5,-0.5,26
11061,1.5,-0.5,15
11062,1.5,-0.5,31
11063,1.5,-0.5,29
11064,1.5,-0.5,23
11065,1.5,-0.5,31
11066,1.5,-0.5,22
11067,1.5,-0.5,23
11068,1.5,-0.5,35
11069,1.5,-0.5,25
11070,1.5,-0.5,27
11071,1.5,-0.5,32
11072,1.5,-0.5,25
11073,1.5,-0.5,23
11074,1.5,-0.5,22
11075,1.5,-0.5,28
11076,1.5,-0.5,17
11077,1.5,-0.5,34
11078,1.5,-0.5,21
11079,1.5,-0.5,29
11080,1.5,-0.5,22
11081,1.5,-0.5,23
11082,1.5,-0.5,26
11083,1.5,-0.5,23
11084,1.5,-0.5,28
11085,1.5,-0.5,33
11086,1.5,-0.5,18
11087,1.5,-0.5,25
11088,1.5,-0.5,23
11089,1.5,-0.5,22
11090,1.5,-0.5,22
11091,1.5,-0.5,23
11092,1.5,-0.5,27
11093,1.5,-0.5,25
11094,1.5,-0.5,37
11095,1.5,-0.5,22
11096,1.5,-0.5,27
11097,1.5,-0.5,22
11098,1.5,-0.5,21
11099,1.5,-0.5,28
11100,1.5,-0.5,22
11101,1.5,-0.5,20
11102,1.5,-0.5,23
11103,1.5,-0.5,20
11104,1.5,-0.5,20
11105,1.5,-0.5,17
11106,1.5,-0.5,23
11107,1.5,-0.5,18
11108,1.5,-0.5,25
11109,1.5,-0.5,14
11110,1.5,-0.5,42
11111,1.5,-0.5,26
11112,1.5,-0.5,30
11113,1.5,-0.5,21
11114,1.5,-0.5,30
11115,1.5,-0.5,24
11116,1.5,-0.5,24
11117,1.5,-0.5,31
11118,1.5,-0.5,17
11119,1.5,-0.5,23
11120,1.5,-0.5,28
11121,1.5,-0.5,34
11122,1.5,-0.5,22
11123,1.5,-0.5,23
11124,1.5,-0.5,24
11125,1.5,-0.5,16
11126,1.5,-0.5,21
11127,1.5,-0.5,24
11128,1.5,-0.5,24
11129,1.5,-0.5,29
11130,1.5,-0.5,24
11131,1.5,-0.5,20
11132,1.5,-0.5,28
11133,1.5,-0.5,22
11134,1.5,-0.5,28
11135,1.5,-0.5,26
11136,1.5,-0.5,25
11137,1.5,-0.5,21
11138,1.5,-0.5,14
11139,1.5,-0.5,25
11140,1.5,-0.5,23
11141,1.5,-0.5,25
11142,1.5,-0.5,25
11143,1.5,-0.5,25
11144,1.5,-0.5,20
11145,1.5,-0.5,19
11146,1.5,-0.5,26
11147,1.5,-0.5,31
11148,1.5,-0.5,23
11149,1.5,-0.5,26
11150,1.5,-0.5,34
11151,1.5,-0.5,30
11152,1.5,-0.5,29
11153,1.5,-0.5,25
11154,1.5,-0.5,20
11155,1.5,-0.5,31
11156,1.5,-0.5,27
11157,1.5,-0.5,21
11158,1.5,-0.5,30
11159,1.5,-0.5,20
11160,1.5,-0.5,21
11161,1.5,-0.5,22
11162,1.5,-0.5,19
11163,1.5,-0.5,21
11164,1.5,-0.5,33
11165,1.5,-0.5,20
11166,1.5,-0.5,19
11167,1.5,-0.5,24
11168,1.5,-0.5,23
11169,1.5,-0.5,20
11170,1.5,-0.5,26
11171,1.5,-0.5,22
11172,1.5,-0.5,25
11173,1.5,-0.5,14
11174,1.5,-0.5,27
11175,1.5,-0.5,29
11176,1.5,-0.5,17
11177,1.5,-0.5,22
11178,1.5,-0.5,25
11179,1.5,-0.5,20
11180,1.5,-0.5,30
11181,1.5,-0.5,27
11182,1.5,-0.5,26
11183,1.5,-0.5,23
11184,1.5,-0.5,21
11185,1.5,-0.5,24
11186,1.5,-0.5,19
11187,1.5,-0.5,25
11188,1.5,-0.5,24
11189,1.5,-0.5,22
11190,1.5,-0.5,26
11191,1.5,-0.5,16
11192,1.5,-0.5,28
11193,1.5,-0.5,21
11194,1.5,-0.5,16
11195,1.5,-0.5,30
11196,1.5,-0.5,27
11197,1.5,-0.5,17
11198,1.5,-0.5,18
11199,1.5,-0.5,30
11200,1.5,-0.5,23
11201,1.5,-0.5,24
11202,1.5,-0.5,25
11203,1.5,-0.5,26
11204,1.5,-0.5,24
11205,1.5,-0.5,26
11206,1.5,-0.5,34
11207,1.5,-0.5,23
11208,1.5,-0.5,30
11209,1.5,-0.5,22
11210,1.5,-0.5,27
11211,1.5,-0.5,27
11212,1.5,-0.5,20
11213,1.5,-0.5,22
11214,1.5,-0.5,19
11215,1.5,-0.5,23
11216,1.5,-0.5,22
11217,1.5,-0.5,22
11218,1.5,-0.5,29
11219,1.5,-0.5,16
11220,1.5,-0.5,23
11221,1.5,-0.5,18
11222,1.5,-0.5,25
11223,1.5,-0.5,16
11224,1.5,-0.5,12
11225,1.5,-0.5,15
11226,1.5,-0.5,15
11227,1.5,-0.5,26
11228,1.5,-0.5,17
11229,1.5,-0.5,17
11230,1.5,-0.5,16
11231,1.5,-0.5,20
11232,1.5,-0.5,28
11233,1.5,-0.5,19
11234,1.5,-0.5,28
11235,1.5,-0.5,21
11236,1.5,-0.5,24
11237,1.5,-0.5,19
11238,1.5,-0.5,23
11239,1.5,-0.5,26
11240,1.5,-0.5,21
11241,1.5,-0.5,27
11242,1.5,-0.5,30
11243,1.5,-0.5,29
11244,1.5,-0.5,21
11245,1.5,-0.5,24
11246,1.5,-0.5,21
11247,1.5,-0.5,35
11248,1.5,-0.5,21
11249,1.5,-0.5,10
11250,1.5,-0.5,20
11251,1.5,-0.5,23
11252,1.5,-0.5,22
11253,1.5,-0.5,27
11254,1.5,-0.5,19
11255,1.5,-0.5,23
11256,1.5,-0.5,13
11257,1.5,-0.5,23
11258,1.5,-0.5,30
11259,1.5,-0.5,25
11260,1.5,-0.5,24
11261,1.5,-0.5,27
11262,1.5,-0.5,20
11263,1.5,-0.5,25
11264,1.5,-0.5,20
11265,1.5,-0.5,27
11266,1.5,-0.5,22
11267,1.5,-0.5,23
11268,1.5,-0.5,30
11269,1.5,-0.5,21
11270,1.5,-0.5,17
11271,1.5,-0.5,22
11272,1.5,-0.5,15
11273,1.5,-0.5,26
11274,1.5,-0.5,18
11275,1.5,-0.5,23
11276,1.5,-0.5,17
11277,1.5,-0.5,16
11278,1.5,-0.5,16
11279,1.5,-0.5,18
11280,1.5,-0.5,38
11281,1.5,-0.5,25
11282,1.5,-0.5,16
11283,1.5,-0.5,32
11284,1.5,-0.5,23
11285,1.5,-0.5,30
11286,1.5,-0.5,24
11287,1.5,-0.5,21
11288,1.5,-0.5,24
11289,1.5,-0.5,25
11290,1.5,-0.5,21
11291,1.5,-0.5,22
11292,1.5,-0.5,25
11293,1.5,-0.5,23
11294,1.5,-0.5,21
11295,1.5,-0.5,24
11296,1.5,-0.5,19
11297,1.5,-0.5,18
11298,1.5,-0.5,21
11299,1.5,-0.5,15
11300,1.5,-0.5,13
11301,1.5,-0.5,24
11302,1.5,-0.5,27
11303,1.5,-0.5,20
11304,1.5,-0.5,22
11305,1.5,-0.5,20
11306,1.5,-0.5,25
11307,1.5,-0.5,18
11308,1.5,-0.5,20
11309,1.5,-0.5,16
11310,1.5,-0.5,20
11311,1.5,-0.5,26
11312,1.5,-0.5,20
11313,1.5,-0.5,15
11314,1.5,-0.5,26
11315,1.5,-0.5,24
11316,1.5,-0.5,30
11317,1.5,-0.5,16
11318,1.5,-0.5,32
11319,1.5,-0.5,12
11320,1.5,-0.5,11
11321,1.5,-0.5,22
11322,1.5,-0.5,20
11323,1.5,-0.5,21
11324,1.5,-0.5,31
11325,1.5,-0.5,16
11326,1.5,-0.5,27
11327,1.5,-0.5,16
11328,1.5,-0.5,20
11329,1.5,-0.5,31
11330,1.5,-0.5,18
11331,1.5,-0.5,15
11332,1.5,-0.5,26
11333,1.5,-0.5,26
11334,1.5,-0.5,24
11335,1.5,-0.5,14
11336,1.5,-0.5,24
11337,1.5,-0.5,20
11338,1.5,-0.5,14
11339,1.5,-0.5,19
11340,1.5,-0.5,26
11341,1.5,-0.5,24
11342,1.5,-0.5,23
11343,1.5,-0.5,14
11344,1.5,-0.5,26
11345,1.5,-0.5,15
11346,1.5,-0.5,20
11347,1.5,-0.5,21
11348,1.5,-0.5,28
11349,1.5,-0.5,21
11350,1.5,-0.5,25
11351,1.5,-0.5,13
11352,1.5,-0.5,26
11353,1.5,-0.5,22
11354,1.5,-0.5,15
11355,1.5,-0.5,21
11356,1.5,-0.5,18
11357,1.5,-0.5,30
11358,1.5,-0.5,21
11359,1.5,-0.5,23
11360,1.5,-0.5,22
11361,1.5,-0.5,23
11362,1.5,-0.5,22
11363,1.5,-0.5,28
11364,1.5,-0.5,30
11365,1.5,-0.5,26
11366,1.5,-0.5,19
11367,1.5,-0.5,21
11368,1.5,-0.5,23
11369,1.5,-0.5,14
11370,1.5,-0.5,13
11371,1.5,-0.5,22
11372,1.5,-0.5,20
11373,1.5,-0.5,18
11374,1.5,-0.5,24
11375,1.5,-0.5,22
11376,1.5,-0.5,20
11377,1.5,-0.5,23
11378,1.5,-0.5,21
11379,1.5,-0.5,26
11380,1.5,-0.5,21
11381,1.5,-0.5,23
11382,1.5,-0.5,25
11383,1.5,-0.5,18
11384,1.5,-0.5,27
11385,1.5,-0.5,18
11386,1.5,-0.5,21
11387,1.5,-0.5,18
11388,1.5,-0.5,21
11389,1.5,-0.5,18
11390,1.5,-0.5,14
11391,1.5,-0.5,22
11392,1.5,-0.5,20
11393,1.5,-0.5,22
11394,1.5,-0.5,18
11395,1.5,-0.5,27
11396,1.5,-0.5,18
11397,1.5,-0.5,26
11398,1.5,-0.5,24
11399,1.5,-0.5,30
11400,1.5,-0.5,20
11401,1.5,-0.5,27
11402,1.5,-0.5,23
11403,1.5,-0.5,26
11404,1.5,-0.5,15
11405,1.5,-0.5,17
11406,1.5,-0.5,28
11407,1.5,-0.5,25
11408,1.5,-0.5,19
11409,1.5,-0.5,15
11410,1.5,-0.5,17
11411,1.5,-0.5,18
11412,1.5,-0.5,19
11413,1.5,-0.5,20
11414,1.5,-0.5,14
11415,1.5,-0.5,25
11416,1.5,-0.5,25
11417,1.5,-0.5,22
11418,1.5,-0.5,25
11419,1.5,-0.5,20
11420,1.5,-0.5,25
11421,1.5,-0.5,18
11422,1.5,-0.5,21
11423,1.5,-0.5,29
11424,1.5,-0.5,16
11425,1.5,-0.5,22
11426,1.5,-0.5,19
11427,1.5,-0.5,26
11428,1.5,-0.5,22
11429,1.5,-0.5,7
11430,1.5,-0.5,19
11431,1.5,-0.5,15
11432,1.5,-0.5,14
11433,1.5,-0.5,25
11434,1.5,-0.5,21
11435,1.5,-0.5,22
11436,1.5,-0.5,23
11437,1.5,-0.5,30
11438,1.5,-0.5,20
11439,1.5,-0.5,14
11440,1.5,-0.5,13
11441,1.5,-0.5,17
11442,1.5,-0.5,24
11443,1.5,-0.5,39
11444,1.5,-0.5,21
11445,1.5,-0.5,23
11446,1.5,-0.5,26
11447,1.5,-0.5,21
11448,1.5,-0.5,20
11449,1.5,-0.5,38
11450,1.5,-0.5,17
11451,1.5,-0.5,14
11452,1.5,-0.5,30
11453,1.5,-0.5,19
11454,1.5,-0.5,22
11455,1.5,-0.5,27
11456,1.5,-0.5,26
11457,1.5,-0.5,25
11458,1.5,-0.5,15
11459,1.5,-0.5,20
11460,1.5,-0.5,24
11461,1.5,-0.5,19
11462,1.5,-0.5,23
11463,1.5,-0.5,28
11464,1.5,-0.5,29
11465,1.5,-0.5,21
11466,1.5,-0.5,24
11467,1.5,-0.5,16
11468,1.5,-0.5,13
11469,1.5,-0.5,19
11470,1.5,-0.5,18
11471,1.5,-0.5,25
11472,1.5,-0.5,12
11473,1.5,-0.5,19
11474,1.5,-0.5,20
11475,1.5,-0.5,25
11476,1.5,-0.5,18
11477,1.5,-0.5,26
11478,1.5,-0.5,19
11479,1.5,-0.5,23
11480,1.5,-0.5,24
11481,1.5,-0.5,18
11482,1.5,-0.5,22
11483,1.5,-0.5,12
11484,1.5,-0.5,23
11485,1.5,-0.5,24
11486,1.5,-0.5,22
11487,1.5,-0.5,20
11488,1.5,-0.5,28
11489,1.5,-0.5,26
11490,1.5,-0.5,16
11491,1.5,-0.5,25
11492,1.5,-0.5,15
11493,1.5,-0.5,25
11494,1.5,-0.5,16
11495,1.5,-0.5,22
11496,1.5,-0.5,16
11497,1.5,-0.5,17
11498,1.5,-0.5,17
11499,1.5,-0.5,22
11500,1.5,-0.5,43
11501,1.5,-0.5,27
11502,1.5,-0.5,17
11503,1.5,-0.5,19
11504,1.5,-0.5,21
11505,1.5,-0.5,24
11506,1.5,-0.5,12
11507,1.5,-0.5,18
11508,1.5,-0.5,24
11509,1.5,-0.5,17
11510,1.5,-0.5,22
11511,1.5,-0.5,19
11512,1.5,-0.5,21
11513,1.5,-0.5,16
11514,1.5,-0.5,18
11515,1.5,-0.5,19
11516,1.5,-0.5,23
11517,1.5,-0.5,28
11518,1.5,-0.5,19
11519,1.5,-0.5,24
11520,1.5,-0.5,22
11521,1.5,-0.5,31
11522,1.5,-0.5,25
11523,1.5,-0.5,20
11524,1.5,-0.5,20
11525,1.5,-0.5,23
11526,1.5,-0.5,15
11527,1.5,-0.5,23
11528,1.5,-0.5,26
11529,1.5,-0.5,19
11530,1.5,-0.5,24
11531,1.5,-0.5,21
11532,1.5,-0.5,23
11533,1.5,-0.5,20
11534,1.5,-0.5,27
11535,1.5,-0.5,21
11536,1.5,-0.5,14
11537,1.5,-0.5,20
11538,1.5,-0.5,22
11539,1.5,-0.5,19
11540,1.5,-0.5,26
11541,1.5,-0.5,10
11542,1.5,-0.5,24
11543,1.5,-0.5,21
11544,1.5,-0.5,15
11545,1.5,-0.5,21
11546,1.5,-0.5,21
11547,1.5,-0.5,19
11548,2.5,-0.5,19
11549,2.5,-0.5,30
11550,2.5,-0.5,32
11551,2.5,-0.5,23
11552,2.5,-0.5,35
11553,2.5,-0.5,28
11554,2.5,-0.5,26
11555,2.5,-0.5,30
11556,2.5,-0.5,20
11557,2.5,-0.5,28
11558,2.5,-0.5,21
11559,2.5,-0.5,21
11560,2.5,-0.5,24
11561,2.5,-0.5,21
11562,2.5,-0.5,25
11563,2.5,-0.5,27
11564,2.5,-0.5,31
11565,2.5,-0.5,25
11566,2.5,-0.5,30
11567,2.5,-0.5,31
11568,2.5,-0.5,29
11569,2.5,-0.5,27
11570,2.5,-0.5,26
11571,2.5,-0.5,26
11572,2.5,-0.5,39
11573,2.5,-0.5,20
11574,2.5,-0.5,24
11575,2.5,-0.5,24
11576,2.5,-0.5,28
11577,2.5,-0.5,24
11578,2.5,-0.5,29
11579,2.5,-0.5,25
11580,2.5,-0.5,18
11581,2.5,-0.5,26
11582,2.5,-0.5,31
11583,2.5,-0.5,22
11584,2.5,-0.5,13
11585,2.5,-0.5,16
11586,2.5,-0.5,27
11587,2.5,-0.5,19
11588,2.5,-0.5,26
11589,2.5,-0.5,32
11590,2.5,-0.5,25
11591,2.5,-0.5,28
11592,2.5,-0.5,20
11593,2.5,-0.5,30
11594,2.5,-0.5,25
11595,2.5,-0.5,27
11596,2.5,-0.5,39
11597,2.5,-0.5,34
11598,2.5,-0.5,28
11599,2.5,-0.5,20
11600,2.5,-0.5,30
11601,2.5,-0.5,24
11602,2.5,-0.5,27
11603,2.5,-0.5,27
11604,2.5,-0.5,36
11605,2.5,-0.5,26
11606,2.5,-0.5,21
11607,2.5,-0.5,29
11608,2.5,-0.5,24
11609,2.5,-0.5,26
11610,2.5,-0.5,29
11611,2.5,-0.5,29
11612,2.5,-0.5,31
11613,2.5,-0.5,27
11614,2.5,-0.5,26
11615,2.5,-0.5,31
11616,2.5,-0.5,23
11617,2.5,-0.5,25
11618,2.5,-0.5,19
11619,2.5,-0.5,26
11620,2.5,-0.5,25
11621,2.5,-0.5,30
11622,2.5,-0.5,23
11623,2.5,-0.5,22
11624,2.5,-0.5,29
11625,2.5,-0.5,28
11626,2.5,-0.5,23
11627,2.5,-0.5,32
11628,2.5,-0.5,32
11629,2.5,-0.5,31
11630,2.5,-0.5,24
11631,2.5,-0.5,30
11632,2.5,-0.5,24
11633,2.5,-0.5,23
11634,2.5,-0.5,25
11635,2.5,-0.5,19
11636,2.5,-0.5,19
11637,2.5,-0.5,30
11638,2.5,-0.5,29
11639,2.5,-0.5,27
11640,2.5,-0.5,27
11641,2.5,-0.5,21
11642,2.5,-0.5,33
11643,2.5,-0.5,23
11644,2.5,-0.5,33
11645,2.5,-0.5,24
11646,2.5,-0.5,18
11647,2.5,-0.5,30
11648,2.5,-0.5,16
11649,2.5,-0.5,26
11650,2.5,-0.5,24
11651,2.5,-0.5,26
11652,2.5,-0.5,22
11653,2.5,-0.5,22
11654,2.5,-0.5,25
11655,2.5,-0.5,31
11656,2.5,-0.5,24
11657,2.5,-0.5,23
11658,2.5,-0.5,24
11659,2.5,-0.5,24
11660,2.5,-0.5,31
11661,2.5,-0.5,30
11662,2.5,-0.5,25
11663,2.5,-0.5,25
11664,2.5,-0.5,28
11665,2.5,-0.5,23
11666,2.5,-0.5,27
11667,2.5,-0.5,24
11668,2.5,-0.5,27
11669,2.5,-0.5,26
11670,2.5,-0.5,31
11671,2.5,-0.5,26
11672,2.5,-0.5,29
11673,2.5,-0.5,33
11674,2.5,-0.5,33
11675,2.5,-0.5,26
11676,2.5,-0.5,23
11677,2.5,-0.5,19
11678,2.5,-0.5,22
11679,2.5,-0.5,22
11680,2.5,-0.5,20
11681,2.5,-0.5,19
11682,2.5,-0.5,22
11683,2.5,-0.5,27
11684,2.5,-0.5,34
11685,2.5,-0.5,28
11686,2.5,-0.5,46
11687,2.5,-0.5,24
